hsa10161	hsa10800	hsa11255	hsa1128	hsa1129	hsa1131	hsa1132	hsa1133	hsa1234	hsa1241	hsa1268	hsa134	hsa135	hsa136	hsa140	hsa146	hsa147	hsa148	hsa150	hsa151	hsa152	hsa153	hsa154	hsa155	hsa1812	hsa1813	hsa1814	hsa1815	hsa1816	hsa185	hsa1909	hsa1910	hsa222545	hsa23620	hsa2550	hsa2846	hsa2911	hsa2912	hsa2913	hsa2914	hsa2915	hsa2916	hsa2917	hsa2918	hsa3269	hsa3274	hsa3350	hsa3351	hsa3352	hsa3354	hsa3355	hsa3356	hsa3357	hsa3358	hsa3360	hsa3361	hsa3362	hsa3363	hsa338442	hsa3577	hsa4543	hsa4985	hsa4986	hsa4988	hsa5028	hsa5029	hsa5030	hsa5031	hsa5032	hsa552	hsa554	hsa56413	hsa57105	hsa5724	hsa5729	hsa5731	hsa5732	hsa5733	hsa5737	hsa5739	hsa59340	hsa6010	hsa64805	hsa6751	hsa6752	hsa6753	hsa6755	hsa6915	hsa7201	hsa8843	hsa886	hsa887	hsa9052	hsa9283	hsa9934
hsa10161	1	0.0295429032230694	0.00251399158831889	0.00248995925302171	0.00502257383330015	0.00446267396042629	0.0024769022188561	0.00702371974256643	0.0173428513896326	0.00289874556390586	0.00248995925302171	0.00602631106159663	0.0133234835179753	0.00298555352438282	0.00915353377452523	0.0108306072214776	0.00462239052138897	0	0	0.00237248758702172	0.00243399796637121	0.00968718959392965	0.0079844295754001	0.00531653598578759	0.0203546526921881	0.00256422057828473	0.00542208545886997	0.00727996671800957	0.0198152177508488	0.00851517099207444	0.00608307505630745	0.0153681042998255	0.0137323026010945	0.00531653598578759	0.00516328940224604	0.141338273751417	0.0030919362059566	0.00732282701962018	0.00912749237389203	0	0.00309952379087738	0.00181114846073146	0.00535030579506316	0.00179417012963079	0.00245139276222492	0.00272819054575174	0.00784359966195069	0	0	0.00851517099207444	0.00852689181110076	0.00747778657838895	0.00986641281809312	0.00758294179508255	0.0110110141140622	0.00574021034697394	0.00256135071663759	0.0102799574431203	0.00856234681563427	0.0232566983600305	0.0086714256948163	0.0194715823419437	0.016689927721666	0.0189772991060449	0.0252693371548594	0.0361138977848129	0.0283062454232011	0.0388121958169767	0.016689927721666	0.00530377117508661	0.00276348555178364	0.00281909445552678	0.0289047523160543	0.0117302052785924	0.00285411560521142	0.00786194728856832	0	0.00819497796267537	0.00574021034697394	0.0110395771039803	0	0	0.0145775072908601	0.0081638773648534	0.00564584429667184	0.00529109786862346	0.00562297109946549	0	0.00543572594698828	0.0138174277589182	0.0104338398581956	0.0100995933101902	0.00287820139598362	0.0145018097172169	0.00877196732321942
hsa10800	0.0295429032230694	1	0	0.0125420866036598	0	0.00674363364311763	0.0024952634947733	0.00471719105090836	0.00873570697268265	0.0204416377515038	0.0175589212451238	0.0121419682098676	0.00805335030003031	0.0150384271619021	0.00614759261302765	0.0109108945117996	0.0023283281509463	0.0152121681105581	0.00252178138612001	0.00956029934913154	0.00735612357920625	0.007319250547114	0.00268120605036578	0.00535594746655403	0.00256319271633694	0.0129161457259611	0.0218491175114821	0.00488928874040715	0.00499052698954661	0.0142971565897399	0.00919225333669818	0	0.00592890006814061	0.0133898686663851	0.00173385495536766	0.0341726434467709	0.00622971345752555	0.00368855556781659	0.00735612357920625	0.00898815494532283	0.00156125028022493	0.00547372351230548	0.00898327935237101	0.00722988125053717	0.004939129873085	0.00274841462201277	0.00263391475517089	0.00823480023440414	0.0056268642075793	0.0142971565897399	0	0.00753321940959664	0.0198791050707856	0.00509276942793451	0.00277315969016551	0.00578276252574031	0.0129016900463048	0.00258904069167167	0.0258774584753383	0.00292863753285036	0.0203833162695929	0.00280227502571817	0.0140113751285909	0.00273113968893526	0.00848555291627663	0.02518726853473	0.0171096477707289	0.00902305629714127	0.0112091001028727	0.00801463204546877	0.00556794253984218	0.0141999620123124	0.0116476092969102	0.00590858064461389	0.00287527316392648	0.00792022790308471	0.00287128802942095	0.00275190911118261	0.00578276252574031	0.00278035337200544	0.00630993321728222	0.0146855703510467	0.017622684421256	0.0109658615826628	0.00284384846995806	0.00533032077662974	0.0198262896429536	0.00882414010003147	0.0164280629487779	0.0222717701593687	0.00788338943406798	0.007630846195842	0.00289953750266342	0.0097395410875314	0.00589132927744516
hsa11255	0.00251399158831889	0	1	0.021345701865175	0.00430570755370185	0.0133900254463192	0.0233571444486906	0.00602123217186877	0.022301288754377	0.0248501088983858	0.0021345701865175	0.0154985475097483	0.0182749404680507	0.0179160019384501	0.00784706025717931	0.0445668811624924	0.0118879258591369	0.00647249567540346	0.0343350801749736	0.0142370558293095	0.0292123466737745	0.0186852329670915	0.00684482097741742	0.0205097076936776	0.0152682741287106	0.0153876259380276	0.00929639467409627	0.0104015088441338	0.0148636373764395	0.00729981027228571	0.00521484463723026	0.00658731608195777	0.0033635161687268	0.00911542564163451	0.0206562484273982	0.0145398266255561	0.0198797073762539	0.0156941205143586	0.00625978857295168	0.00611886943038247	0.0146142274722316	0.017079098195029	0.0091733254068588	0.00307618051468309	0.0105075412365482	0.00233879899642269	0.0112068192635819	0.0186866929220077	0.00478825292817557	0.024332700907619	0.00487323879471725	0.00854732074939197	0.0105727386019558	0.0043337580624362	0.014159136794715	0.00738137492980272	0.0197619482458733	0.0132190661253535	0.00978700365857839	0.0149529720905794	0.00743376291812566	0.019077057632739	0	0.00929639467409627	0.00962785478131167	0.00952596985263935	0.00970645081830754	0.00767828654505004	0.0166924254286466	0.00682015487565412	0.00947622554473629	0.0241672829402392	0.0173454468089599	0.00754197476495667	0.0195740073171568	0.03145249542765	0.0122167985642797	0.0163924087404863	0.00492091661986848	0.00236597768912486	0.0456409144173316	0.0174956266399417	0.00499875046855477	0.00933154184926424	0.00484001932913979	0.00907181091465952	0.014461232392461	0.0125150270541136	0.00931978186746625	0.0118452819309204	0.0134169445535149	0.0108226122323695	0.0123369948387788	0.0165759771023589	0.00501330290245426
hsa1128	0.00248995925302171	0.0125420866036598	0.021345701865175	1	0.134333244009145	0.197035790923661	0.168246279131738	0.228607449804643	0.00245423345206102	0.0123062779680002	0.0126849894291755	0.00767519508808302	0	0.0050699243171783	0.0181347758825952	0.0183920195948681	0.025510948716409	0.0128212445674019	0.0191288566467218	0.0463317179649337	0.0144665465948282	0.00616887090864499	0.0135587767335328	0.0135424310051869	0.0129619869241637	0.00870887368675945	0.00920752640782965	0.0185437373624956	0.0126184709348803	0.00723002822174724	0.00258249683846895	0.00652434507221945	0.0116597700090693	0.0293419338445716	0.0116907350829191	0.00240013902007818	0.0223149577879973	0.00777204680682652	0.009299922810961	0.0181811295157125	0.0184221211200748	0.0153780288112247	0.0090856336130628	0.00914032191526411	0.0312212852859376	0.0115822070152485	0.0155395637888115	0.013881044043382	0.00711371991440813	0.0144600564434945	0.0072399800891168	0.00423280660273105	0.00418866768433758	0.00214616489531223	0.00467459448957773	0.0170585640571462	0.00869912676295927	0.00654634967118964	0.00242336136209294	0.0123416917907599	0.00981693380824406	0.00708550941366182	0	0.00460376320391483	0.00476790897210342	0.0188698139554607	0.00721024698571286	0.00760488647576745	0.00708550941366182	0.0112582634316025	0.0117320477465356	0.0263298831478788	0.00490846690412203	0.00746987775906514	0.0169635295346506	0.0133507831673948	0.0145200154696327	0.00231938665713571	0.00243693772244945	0.00703008084854273	0.0106363795607279	0.00247548262304404	0.00990193049217615	0.0184846751918309	0	0.0134776343128448	0.00238716520061922	0.00247907809715826	0.0138460350493213	0.00234640954930712	0.0265773723297486	0.0171506467054646	0.00488762406302879	0.006156570057106	0.0173788249843743
hsa1129	0.00502257383330015	0	0.00430570755370185	0.134333244009145	1	0.137577803866628	0.303316204389468	0.124304921043532	0.0123762755376143	0.00496467479396594	0	0.00774093671775911	0.00684572978185615	0.0102267011724669	0.00783861801669621	0.0185495558304067	0.0197918937722195	0.0193965967705375	0.00857453521584788	0.014221738927802	0.00625305399480722	0.00207390338946085	0.0159540663183979	0.011382023541714	0.0021788353990759	0.00878346925628441	0.0092863931707444	0.0083122547251355	0.0127265540303273	0	0.00781385138917457	0.0131604582682962	0.0151195389215715	0.00910561883337124	0.00442157688285382	0.00484139466294399	0.00661943994731799	0.00627089441335696	0.00781631749350903	0.00764035807468882	0.0106170943938469	0.0046529246425174	0.00763621358939623	0.00768217753360044	0.0146947314138032	0.00700884841581929	0	0.00699997083351562	0.00717465224705444	0.00729195678935326	0.00730199389911363	0.0106726564192252	0.0105613639471274	0.0129872867984421	0.00471463457406976	0.0147468673914681	0.00877363884553079	0.013204844425566	0.00977647433475689	0.00248948082872043	0.0049505102150457	0.00238206670339901	0.00714620011019703	0.0046431965853722	0.00240437416935461	0.00475786068069807	0.00727200611779588	0.00511335058623343	0.00476413340679802	0.0249803305722694	0.0023665076426961	0.00724238478849336	0.0049505102150457	0.00502257383330015	0.0146647115021353	0.00448837961968292	0.0122036551515834	0.00935701314734226	0.0122890561595567	0.00709029677353667	0.0187730989566149	0.00998674515030851	0.00249668628757713	0.0023303756332276	0.0120870305156133	0.00679653827189477	0.0120380619259578	0.00750093767581788	0.0116371940038249	0.00946603057078441	0.00446750332223565	0.00216219375032205	0.00985897769057288	0.0082790719390754	0.0250395467642676
hsa1131	0.00446267396042629	0.00674363364311763	0.0133900254463192	0.197035790923661	0.137577803866628	1	0.150771199952097	0.249398304851845	0.00879728751065173	0.00661684397095029	0.0151565993018201	0.00687800276635314	0.00202753017686224	0.00908666244403251	0.0069647948780583	0.0115371990080246	0.0228612268261677	0.0153194031058314	0.0114280117029299	0.0108311542632853	0.00740797903278214	0.00368542303598374	0.0182257198959802	0.0101131933073428	0.00774378422078636	0.00975539654398417	0.00412558842984011	0.00553922410284194	0.00753855999760484	0.010798456052103	0.00231426305067694	0.00389779134301031	0.0179120838248556	0.0121358319688114	0.010476464417936	0.0064525380646134	0.0117630534725626	0.0111436718048933	0.0180569488924065	0.0122195453342928	0.00825434393340053	0.0151588507966104	0.0135699076500228	0.013651587722323	0.0186523021327234	0.0083033669869883	0.00397872297896066	0.00621963730136904	0.0106247430171361	0.0043193824208412	0.0043253278915437	0.0151726465263274	0.00750721449802351	0.0134627583303371	0.00837812549698332	0.0065514677623487	0.00779558268602061	0.0195546869411685	0.00651496905071304	0.0110598088132149	0.0153952531436405	0.00423304361551711	0.00423304361551711	0.0123767652895203	0.00213634251139523	0.00634120522817762	0.00646134699440047	0.00454333122201625	0.00846608723103422	0.0100889118958193	0.00630809165861708	0.00858003700352713	0	0.00223133698021314	0.00651496905071304	0.0119640898380418	0.0130118785804789	0	0.00436764517489913	0.00419992933678336	0.00476581032814766	0.00443672796168848	0.00887345592337696	0.0041411861732985	0.00214792168840903	0.00805184363600718	0.00855687896668266	0.00444317201441162	0.0082719345701166	0.00841078887815611	0.0138931830413843	0.0115269573735089	0.00875993155629416	0.012873259801495	0.0133489326828692
hsa1132	0.0024769022188561	0.0024952634947733	0.0233571444486906	0.168246279131738	0.303316204389468	0.150771199952097	1	0.136445196598537	0.00488272751903364	0.0122417453891297	0.00210307848914672	0.0076349473272527	0.00450133174720034	0.012608345674143	0.00257709705590835	0.0128069019048977	0.0214729921150089	0.0191310173523656	0.0105714151781013	0.0120231548463564	0.0164464981006901	0.0143185516202615	0.0224794603469286	0.0112261801623013	0.00644700794486554	0.0151606095286559	0.0160286757639075	0.0122976642190188	0.0104602510460251	0.00239737162005167	0.00513790909761271	0.00216337740819813	0.0149125212474237	0.00898094412984103	0.00726839395860602	0	0.0156691347860492	0.00927754940127007	0.0107930143785779	0.0120571933012233	0.0104717244722492	0.0107081718492187	0.0105443213043339	0.0106077897485347	0.018634538867999	0.00921717709894414	0.00441659321841205	0.0345206339715876	0.0188704438906625	0.00958948648020669	0.00720201454117972	0.0105265257388951	0.00833340567223821	0.00853964270263272	0.00232504075105574	0.0169691110858013	0.00865350963279252	0.0151947166798145	0.00482130711783643	0.0073661841037456	0.00488272751903364	0.0117472564843023	0.00469890259372093	0.00457962164683072	0.00237145332759465	0.0140781472625392	0.00478162490296167	0.00252166913482859	0.00469890259372093	0.0291179889248954	0.00233410527179147	0.00476214773482437	0.00488272751903364	0.00743070665656829	0.0120532677945911	0.0154942355565721	0.0168511867169707	0.0115361204213943	0.00727247617962912	0.0139864319718178	0.0158709055796341	0.00492500300502228	0.00492500300502228	0.00689540395218079	0.0023843068273091	0.00446898642938357	0.0213718248501973	0.00986431248963945	0.0114778568144586	0.00466821054358295	0.00220316699343008	0.004265177716064	0.00243099698759305	0.00612428577555357	0.0246967037212528
hsa1133	0.00702371974256643	0.00471719105090836	0.00602123217186877	0.228607449804643	0.124304921043532	0.249398304851845	0.136445196598537	1	0.00692294379082259	0.0115712532800765	0.0119273452071988	0.0048111826375201	0.00850957900018982	0.00953421961334464	0.0219235228572561	0.0103761048280108	0.0147613787559462	0.0100462184586454	0.0119908903836482	0.00947052929208295	0.015545707662109	0.00773389191236531	0.021248238793197	0.014855836145518	0.0203129971686736	0.0122830700893956	0.0086575827740143	0.00774940625476268	0.0177971995563308	0.00453213056476701	0.00242825044994309	0.00408977431484312	0.0140957481889541	0.0127335738390154	0.00137405941327762	0.0112839221497093	0.00740546064003386	0.0102309773333862	0.00728705046661361	0.011396809286622	0.0061863613140884	0.0130135821819666	0.0156621123004738	0.012891588368714	0.025442310606357	0.00435617174467249	0.0146114226356504	0.0152272893809257	0.0156072801689857	0.013596391694301	0.0294993976904142	0.00397999114054958	0.00393848853467902	0.00403595915012511	0.013186176265774	0.00687415570025951	0.00613466147226469	0.0143624875074808	0.00455723951349775	0.00928364153560438	0.0138458875816452	0.00888307840459318	0.0022207696011483	0.00216439569350358	0.00448313311921098	0.0110892280546931	0.00903946146300696	0.00238355490333616	0.0022207696011483	0.0127030009885661	0.0066187922776707	0.00675198051975406	0.0023076479302742	0	0.00455723951349775	0.00627668633517843	0.00910184634036036	0.00218085521340688	0.00458277046683967	0.00661019085457262	0.0125013674118451	0.00698288381657421	0.00465525587771614	0.0130354721590557	0.0022537160608411	0.0042242157662861	0.0112229275291749	0.00233100866386248	0.0108492036136028	0.0044125281851138	0.0166599794319665	0.016126279404876	0.00689354686910588	0.00578885278331523	0.0140064249757414
hsa1234	0.0173428513896326	0.00873570697268265	0.022301288754377	0.00245423345206102	0.0123762755376143	0.00879728751065173	0.00488272751903364	0.00692294379082259	1	0.0114286180760873	0.0220881010685491	0.00890976881365465	0.00787939133737624	0.0147135848178378	0.00601479957734185	0.00854016820293798	0.0159462404909253	0.0173641682896484	0.00986923537076283	0.0140306835791038	0.00479815018986145	0.0262575453814459	0.00786986941083143	0.0209610184577463	0.0150469539255396	0.012637146399188	0.00267214483468823	0.00478367609899575	0.0146481825571009	0.0223813220754864	0.0119915908474969	0.0126230029740523	0.0193361032351553	0.00524025461443658	0.00848201134100638	0.00278620719657424	0.00152378663608419	0.0108266392392153	0.00719722528479217	0.00703520274933582	0.00763762997707568	0.0107109732022684	0.00351569326420765	0.00884213736727792	0.00241622031119245	0.00806713984518621	0.00515404007825237	0.0134282030075822	0.0192686176618557	0.013988326297179	0.00560303228510333	0.0024568319000647	0.00972485005954295	0.00249138071850486	0.00542651433895005	0.00282892505937875	0.0176722041636732	0.0151986917529184	0.00562632981713148	0.0401152718877718	0.00854700854700855	0	0.0137087179496628	0.0133607241734412	0.00276741934103732	0.0164288019363381	0.00558002178835362	0.0117708678542702	0.00822523076979768	0.010455345905101	0.00544767042050511	0.0111145849617857	0.0170940170940171	0	0.00281316490856574	0.0154982889864797	0.0028092658562296	0.0215397249632292	0.00565785011875749	0.00816088638568548	0.0216077172205227	0.00862101000186453	0.0143683500031075	0.0187757324838715	0.0361714471784346	0.0338986796330288	0.0360249045886861	0.0259005943391239	0.0080366016667613	0.00544767042050511	0.0179972374524291	0.0124433561131574	0.0198583358239842	0.0119114487784708	0.00576407173970288
hsa1241	0.00289874556390586	0.0204416377515038	0.0248501088983858	0.0123062779680002	0.00496467479396594	0.00661684397095029	0.0122417453891297	0.0115712532800765	0.0114286180760873	1	0.0221513003424003	0.0208489441218566	0.0184378509861486	0.014755683859007	0.0180960280184638	0.0192703581925988	0.0159918664510997	0.0149261582366884	0.00989747358404168	0.0117256905654531	0.0240593941538288	0.00957551797098243	0.00526159131059688	0.0289038652128289	0.00754500340723	0.0126733042596351	0.00803937141647559	0.0119934083152691	0.00734504723347785	0.0252510303643767	0.00901942621578414	0.0151909444401838	0.00581742851797424	0.0183933687718002	0.0119087925301886	0	0.00916887929719721	0.0180960280184638	0.00902227280768578	0.00881916515744049	0.0137870694724861	0.014322159768376	0.00528862873944188	0.00709394944847377	0.00969253475263051	0.0215739249001426	0.0103375740083605	0.010773299414252	0.0165632140523863	0.00841701012145889	0.00280953194188824	0.0098554459055086	0.00731450636425946	0.00999403658858597	0.0217681635123594	0.0141850964104986	0.0101272962934558	0.0228632681993998	0.0056424280755461	0.0344829009899432	0.0142857725951092	0.0274958836587921	0.0219967069270337	0.0241181142494268	0.0083260127441157	0.0164758086187776	0.0111919750971221	0.0324625044898154	0.0137479418293961	0.0314557833571328	0.0437060599375265	0.0668783184862017	0.0114286180760873	0.00869623669171757	0.0112848561510922	0.0518087775053473	0.0281730382932731	0.0108006776017647	0.00567403856419943	0.0054561577393639	0.0154782442876637	0.0172913534951225	0.00288189224918708	0.02420929837144	0.0139519008583323	0.0261505167396431	0.0416861311718725	0.0202025460440565	0.024178788846563	0.0027316287460954	0.015470341542264	0.0274537108864204	0.00853506651979378	0.0143346362959587	0.0115611282205788
