	hsa10161	hsa10800	hsa11255	hsa1128	hsa1129	hsa1131	hsa1132	hsa1133	hsa1234	hsa1241	hsa1268	hsa134	hsa135	hsa136	hsa140	hsa146	hsa147	hsa148	hsa150	hsa151	hsa152	hsa153	hsa154	hsa155	hsa1812	hsa1813	hsa1814	hsa1815	hsa1816	hsa185	hsa1909	hsa1910	hsa222545	hsa23620	hsa2550	hsa2846	hsa2911	hsa2912	hsa2913	hsa2914	hsa2915	hsa2916	hsa2917	hsa2918	hsa3269	hsa3274	hsa3350	hsa3351	hsa3352	hsa3354	hsa3355	hsa3356	hsa3357	hsa3358	hsa3360	hsa3361	hsa3362	hsa3363	hsa338442	hsa3577	hsa4543	hsa4985	hsa4986	hsa4988	hsa5028	hsa5029	hsa5030	hsa5031	hsa5032	hsa552	hsa554	hsa56413	hsa57105	hsa5724	hsa5729	hsa5731	hsa5732	hsa5733	hsa5737	hsa5739	hsa59340	hsa6010	hsa64805	hsa6751	hsa6752	hsa6753	hsa6755	hsa6915	hsa7201	hsa8843	hsa886	hsa887	hsa9052	hsa9283	hsa9934
hsa10161	1	0.680602932527488	0.658531322653397	0.673051864005323	0.673051864005323	0.673051864005323	0.673051864005323	0.673051864005323	0.623465582942731	0.658531322653397	0.644911778012436	0.644911778012436	0.690022966219103	0.690022966219103	0.690022966219103	0.644911778012436	0.644911778012436	0.644911778012436	0.623465582942731	0.644911778012436	0.644911778012436	0.604025832803262	0.604025832803262	0.604025832803262	0.623465582942731	0.644911778012436	0.644911778012436	0.644911778012436	0.623465582942731	0.604025832803262	0.623465582942731	0.623465582942731	1	0.623465582942731	0.644911778012436	1	0.770041637801445	0.652301325422499	0.652301325422499	0.644911778012436	0.604025832803262	0.644911778012436	0.604025832803262	0.644911778012436	0.658531322653397	0.658531322653397	0.700268040220764	0.668735160485997	0.668735160485997	0.668735160485997	0.668735160485997	0.623465582942731	0.668735160485997	0.545127922556918	0.700268040220764	0.700268040220764	0.658531322653397	0.700268040220764	0.604025832803262	0.623465582942731	0.644911778012436	0.604025832803262	0.635745463943669	0.604025832803262	0.604025832803262	0.69279066871334	0.604025832803262	0.644911778012436	0.635745463943669	0.623465582942731	0.69279066871334	0.658531322653397	0.604025832803262	0.635745463943669	0.623465582942731	0.676984964726726	0.676984964726726	0.676984964726726	0.652301325422499	0.903455470756334	0.658531322653397	0.69279066871334	0.604025832803262	0.658531322653397	0.658531322653397	0.658531322653397	0.658531322653397	0.604025832803262	0.604025832803262	1	0.658531322653397	0.604025832803262	1	1	0.644911778012436
hsa10800	0.680602932527488	1	0.448198349359107	0.458081072385115	0.458081072385115	0.458081072385115	0.458081072385115	0.458081072385115	0.424332504080783	0.967570504299583	0.43892884733678	0.43892884733678	0.469631654320037	0.469631654320037	0.469631654320037	0.43892884733678	0.43892884733678	0.43892884733678	0.424332504080783	0.43892884733678	0.43892884733678	0.411101753128258	0.411101753128258	0.411101753128258	0.424332504080783	0.43892884733678	0.43892884733678	0.43892884733678	0.424332504080783	0.411101753128258	0.424332504080783	0.424332504080783	0.680602932527488	0.424332504080783	0.43892884733678	0.680602932527488	0.524092596855933	0.44395819497412	0.44395819497412	0.43892884733678	0.411101753128258	0.43892884733678	0.411101753128258	0.43892884733678	0.448198349359107	0.448198349359107	0.476604481729529	0.45514311131101	0.45514311131101	0.45514311131101	0.45514311131101	0.424332504080783	0.45514311131101	0.371015662694856	0.476604481729529	0.476604481729529	0.448198349359107	0.476604481729529	0.411101753128258	0.424332504080783	0.43892884733678	0.411101753128258	0.432690227101109	0.411101753128258	0.411101753128258	0.471515360753978	0.411101753128258	0.43892884733678	0.432690227101109	0.424332504080783	0.471515360753978	0.967570504299583	0.887486379995678	0.432690227101109	0.424332504080783	0.460757952270028	0.460757952270028	0.460757952270028	0.44395819497412	0.614894442804763	0.448198349359107	0.471515360753978	0.411101753128258	0.448198349359107	0.448198349359107	0.448198349359107	0.448198349359107	0.411101753128258	0.411101753128258	0.680602932527488	0.448198349359107	0.411101753128258	0.680602932527488	0.680602932527488	0.43892884733678
hsa11255	0.658531322653397	0.448198349359107	1	0.779832985472235	0.779832985472235	0.779832985472235	0.779832985472235	0.779832985472235	0.410571614964148	0.433663502915632	0.691361257000962	0.424694606169283	0.454401736605486	0.454401736605486	0.454401736605486	0.747228414495064	0.747228414495064	0.747228414495064	0.722379734589922	0.747228414495064	0.747228414495064	0.699855826405669	0.699855826405669	0.699855826405669	0.410571614964148	0.691361257000962	0.691361257000962	0.691361257000962	0.410571614964148	0.397769930592752	0.410571614964148	0.410571614964148	0.658531322653397	0.410571614964148	0.424694606169283	0.658531322653397	0.507096538239573	0.429560854599042	0.429560854599042	0.424694606169283	0.397769930592752	0.424694606169283	0.397769930592752	0.424694606169283	1	1	0.811367066404604	0.774831427683149	0.774831427683149	0.774831427683149	0.774831427683149	0.722379734589922	0.774831427683149	0.631613636402434	0.811367066404604	0.811367066404604	1	0.811367066404604	0.397769930592752	0.410571614964148	0.424694606169283	0.397769930592752	0.418658301241721	0.397769930592752	0.397769930592752	0.456224355389727	0.397769930592752	0.424694606169283	0.418658301241721	0.410571614964148	0.456224355389727	0.433663502915632	0.397769930592752	0.418658301241721	0.410571614964148	0.445815804237954	0.445815804237954	0.445815804237954	0.429560854599042	0.594953726115616	1	0.456224355389727	0.397769930592752	0.433663502915632	0.433663502915632	0.433663502915632	0.433663502915632	0.397769930592752	0.397769930592752	0.658531322653397	0.433663502915632	0.397769930592752	0.658531322653397	0.658531322653397	0.424694606169283
hsa1128	0.673051864005323	0.458081072385115	0.779832985472235	1	1	1	1	1	0.714511841820825	0.443225734217759	0.706605694700528	0.725386826331654	0.464421243620249	0.464421243620249	0.464421243620249	0.763704716712993	0.763704716712993	0.763704716712993	0.738308126220015	0.763704716712993	0.763704716712993	0.715287568402031	0.715287568402031	0.715287568402031	0.662478541026584	0.706605694700528	0.706605694700528	0.706605694700528	0.662478541026584	0.406540712675603	0.714511841820825	0.419624672742771	0.673051864005323	0.662478541026584	0.434059074310257	0.673051864005323	0.518277959683974	0.439032622968756	0.439032622968756	0.434059074310257	0.406540712675603	0.434059074310257	0.406540712675603	0.434059074310257	0.779832985472235	0.779832985472235	0.829257618659352	0.791916373226988	0.791916373226988	0.791916373226988	0.791916373226988	0.738308126220015	0.791916373226988	0.645540645810078	0.829257618659352	0.829257618659352	0.779832985472235	0.829257618659352	0.406540712675603	0.419624672742771	0.434059074310257	0.406540712675603	0.427889669540215	0.641822361018169	0.406540712675603	0.466284050943008	0.406540712675603	0.434059074310257	0.675526827687547	0.419624672742771	0.466284050943008	0.443225734217759	0.406540712675603	0.427889669540215	0.419624672742771	0.455645992412901	0.455645992412901	0.455645992412901	0.439032622968756	0.608072388638357	0.779832985472235	0.466284050943008	0.406540712675603	0.699738496859099	0.699738496859099	0.699738496859099	0.699738496859099	0.406540712675603	0.406540712675603	0.673051864005323	0.699738496859099	0.692233255710059	0.673051864005323	0.673051864005323	0.434059074310257
hsa1129	0.673051864005323	0.458081072385115	0.779832985472235	1	1	1	1	1	0.419624672742771	0.443225734217759	0.434059074310257	0.434059074310257	0.464421243620249	0.464421243620249	0.464421243620249	0.763704716712993	0.763704716712993	0.763704716712993	0.738308126220015	0.763704716712993	0.763704716712993	0.715287568402031	0.715287568402031	0.715287568402031	0.662478541026584	0.685266717966985	0.685266717966985	0.685266717966985	0.662478541026584	0.406540712675603	0.419624672742771	0.419624672742771	0.673051864005323	0.662478541026584	0.434059074310257	0.673051864005323	0.518277959683974	0.439032622968756	0.439032622968756	0.434059074310257	0.406540712675603	0.434059074310257	0.406540712675603	0.434059074310257	0.779832985472235	0.779832985472235	0.829257618659352	0.791916373226988	0.791916373226988	0.791916373226988	0.791916373226988	0.738308126220015	0.791916373226988	0.645540645810078	0.829257618659352	0.829257618659352	0.779832985472235	0.829257618659352	0.406540712675603	0.419624672742771	0.434059074310257	0.406540712675603	0.427889669540215	0.641822361018169	0.406540712675603	0.466284050943008	0.406540712675603	0.434059074310257	0.675526827687547	0.419624672742771	0.466284050943008	0.443225734217759	0.406540712675603	0.427889669540215	0.419624672742771	0.455645992412901	0.455645992412901	0.455645992412901	0.439032622968756	0.608072388638357	0.779832985472235	0.466284050943008	0.406540712675603	0.699738496859099	0.699738496859099	0.699738496859099	0.699738496859099	0.406540712675603	0.406540712675603	0.673051864005323	0.699738496859099	0.641822361018169	0.673051864005323	0.673051864005323	0.434059074310257
hsa1131	0.673051864005323	0.458081072385115	0.779832985472235	1	1	1	1	1	0.714511841820825	0.443225734217759	0.706605694700528	0.725386826331654	0.464421243620249	0.464421243620249	0.464421243620249	0.763704716712993	0.763704716712993	0.763704716712993	0.738308126220015	0.763704716712993	0.763704716712993	0.715287568402031	0.715287568402031	0.715287568402031	0.662478541026584	0.706605694700528	0.706605694700528	0.706605694700528	0.662478541026584	0.406540712675603	0.714511841820825	0.419624672742771	0.673051864005323	0.662478541026584	0.434059074310257	0.673051864005323	0.518277959683974	0.439032622968756	0.439032622968756	0.434059074310257	0.406540712675603	0.434059074310257	0.406540712675603	0.434059074310257	0.779832985472235	0.779832985472235	0.829257618659352	0.791916373226988	0.791916373226988	0.791916373226988	0.791916373226988	0.738308126220015	0.791916373226988	0.645540645810078	0.829257618659352	0.829257618659352	0.779832985472235	0.829257618659352	0.406540712675603	0.419624672742771	0.434059074310257	0.406540712675603	0.427889669540215	0.641822361018169	0.406540712675603	0.466284050943008	0.406540712675603	0.434059074310257	0.675526827687547	0.419624672742771	0.466284050943008	0.443225734217759	0.406540712675603	0.427889669540215	0.419624672742771	0.455645992412901	0.455645992412901	0.455645992412901	0.439032622968756	0.608072388638357	0.779832985472235	0.466284050943008	0.406540712675603	0.699738496859099	0.699738496859099	0.699738496859099	0.699738496859099	0.406540712675603	0.406540712675603	0.673051864005323	0.699738496859099	0.692233255710059	0.673051864005323	0.673051864005323	0.434059074310257
hsa1132	0.673051864005323	0.458081072385115	0.779832985472235	1	1	1	1	1	0.419624672742771	0.443225734217759	0.434059074310257	0.434059074310257	0.464421243620249	0.464421243620249	0.464421243620249	0.763704716712993	0.763704716712993	0.763704716712993	0.738308126220015	0.763704716712993	0.763704716712993	0.715287568402031	0.715287568402031	0.715287568402031	0.662478541026584	0.685266717966985	0.685266717966985	0.685266717966985	0.662478541026584	0.406540712675603	0.419624672742771	0.419624672742771	0.673051864005323	0.662478541026584	0.434059074310257	0.673051864005323	0.518277959683974	0.439032622968756	0.439032622968756	0.434059074310257	0.406540712675603	0.434059074310257	0.406540712675603	0.434059074310257	0.779832985472235	0.779832985472235	0.829257618659352	0.791916373226988	0.791916373226988	0.791916373226988	0.791916373226988	0.738308126220015	0.791916373226988	0.645540645810078	0.829257618659352	0.829257618659352	0.779832985472235	0.829257618659352	0.406540712675603	0.419624672742771	0.434059074310257	0.406540712675603	0.427889669540215	0.641822361018169	0.406540712675603	0.466284050943008	0.406540712675603	0.434059074310257	0.675526827687547	0.419624672742771	0.466284050943008	0.443225734217759	0.406540712675603	0.427889669540215	0.419624672742771	0.455645992412901	0.455645992412901	0.455645992412901	0.439032622968756	0.608072388638357	0.779832985472235	0.466284050943008	0.406540712675603	0.699738496859099	0.699738496859099	0.699738496859099	0.699738496859099	0.406540712675603	0.406540712675603	0.673051864005323	0.699738496859099	0.641822361018169	0.673051864005323	0.673051864005323	0.434059074310257
hsa1133	0.673051864005323	0.458081072385115	0.779832985472235	1	1	1	1	1	0.714511841820825	0.443225734217759	0.434059074310257	0.725386826331654	0.464421243620249	0.464421243620249	0.464421243620249	0.763704716712993	0.763704716712993	0.763704716712993	0.738308126220015	0.763704716712993	0.763704716712993	0.715287568402031	0.715287568402031	0.715287568402031	0.662478541026584	0.685266717966985	0.685266717966985	0.685266717966985	0.662478541026584	0.406540712675603	0.714511841820825	0.419624672742771	0.673051864005323	0.662478541026584	0.434059074310257	0.673051864005323	0.518277959683974	0.439032622968756	0.439032622968756	0.434059074310257	0.406540712675603	0.434059074310257	0.406540712675603	0.434059074310257	0.779832985472235	0.779832985472235	0.829257618659352	0.791916373226988	0.791916373226988	0.791916373226988	0.791916373226988	0.738308126220015	0.791916373226988	0.645540645810078	0.829257618659352	0.829257618659352	0.779832985472235	0.829257618659352	0.406540712675603	0.419624672742771	0.434059074310257	0.406540712675603	0.427889669540215	0.641822361018169	0.406540712675603	0.466284050943008	0.406540712675603	0.434059074310257	0.675526827687547	0.419624672742771	0.466284050943008	0.443225734217759	0.406540712675603	0.427889669540215	0.419624672742771	0.455645992412901	0.455645992412901	0.455645992412901	0.439032622968756	0.608072388638357	0.779832985472235	0.466284050943008	0.406540712675603	0.699738496859099	0.699738496859099	0.699738496859099	0.699738496859099	0.406540712675603	0.406540712675603	0.673051864005323	0.699738496859099	0.692233255710059	0.673051864005323	0.673051864005323	0.434059074310257
hsa1234	0.623465582942731	0.424332504080783	0.410571614964148	0.714511841820825	0.419624672742771	0.714511841820825	0.419624672742771	0.714511841820825	1	0.410571614964148	0.402080297625157	0.671944830293592	0.430205570877666	0.430205570877666	0.430205570877666	0.402080297625157	0.402080297625157	0.402080297625157	0.38870933311412	0.402080297625157	0.402080297625157	0.376589317961155	0.376589317961155	0.376589317961155	0.38870933311412	0.402080297625157	0.402080297625157	0.402080297625157	0.38870933311412	0.537072850612464	0.661871047097765	0.55435781005558	0.623465582942731	0.55435781005558	0.402080297625157	0.623465582942731	0.480094458602053	0.406687426108855	0.406687426108855	0.402080297625157	0.376589317961155	0.402080297625157	0.376589317961155	0.402080297625157	0.410571614964148	0.410571614964148	0.436593021912403	0.416933356666703	0.416933356666703	0.416933356666703	0.416933356666703	0.38870933311412	0.416933356666703	0.339868498015309	0.436593021912403	0.436593021912403	0.410571614964148	0.436593021912403	0.376589317961155	0.778132035231422	0.402080297625157	0.537072850612464	0.565276532958121	0.537072850612464	0.376589317961155	0.431931138126647	0.376589317961155	0.402080297625157	0.396365416280837	0.55435781005558	0.615998586677631	0.410571614964148	0.376589317961155	0.396365416280837	0.38870933311412	0.422076825676813	0.422076825676813	0.422076825676813	0.406687426108855	0.563273391737898	0.410571614964148	0.431931138126647	0.376589317961155	0.585536703014245	0.585536703014245	0.585536703014245	0.585536703014245	0.376589317961155	0.376589317961155	0.623465582942731	0.585536703014245	0.641233808840924	0.623465582942731	0.623465582942731	0.402080297625157
hsa1241	0.658531322653397	0.967570504299583	0.433663502915632	0.443225734217759	0.443225734217759	0.443225734217759	0.443225734217759	0.443225734217759	0.410571614964148	1	0.424694606169283	0.424694606169283	0.454401736605486	0.454401736605486	0.454401736605486	0.424694606169283	0.424694606169283	0.424694606169283	0.410571614964148	0.424694606169283	0.424694606169283	0.397769930592752	0.397769930592752	0.397769930592752	0.410571614964148	0.424694606169283	0.424694606169283	0.424694606169283	0.410571614964148	0.397769930592752	0.410571614964148	0.410571614964148	0.658531322653397	0.410571614964148	0.424694606169283	0.658531322653397	0.507096538239573	0.429560854599042	0.429560854599042	0.424694606169283	0.397769930592752	0.424694606169283	0.397769930592752	0.424694606169283	0.433663502915632	0.433663502915632	0.461148438738482	0.440383049739675	0.440383049739675	0.440383049739675	0.440383049739675	0.410571614964148	0.440383049739675	0.358983811856706	0.461148438738482	0.461148438738482	0.433663502915632	0.461148438738482	0.397769930592752	0.410571614964148	0.424694606169283	0.397769930592752	0.418658301241721	0.397769930592752	0.397769930592752	0.456224355389727	0.397769930592752	0.424694606169283	0.418658301241721	0.410571614964148	0.456224355389727	1	0.85870564425143	0.418658301241721	0.410571614964148	0.445815804237954	0.445815804237954	0.445815804237954	0.429560854599042	0.594953726115616	0.433663502915632	0.456224355389727	0.397769930592752	0.433663502915632	0.433663502915632	0.433663502915632	0.433663502915632	0.397769930592752	0.397769930592752	0.658531322653397	0.433663502915632	0.397769930592752	0.658531322653397	0.658531322653397	0.424694606169283
