hsa10161	hsa10800	hsa11255	hsa1128	hsa1129	hsa1131	hsa1132	hsa1133	hsa1234	hsa1241	hsa1268	hsa134	hsa135	hsa136	hsa140	hsa146	hsa147	hsa148	hsa150	hsa151	hsa152	hsa153	hsa154	hsa155	hsa1812	hsa1813	hsa1814	hsa1815	hsa1816	hsa185	hsa1909	hsa1910	hsa222545	hsa23620	hsa2550	hsa2846	hsa2911	hsa2912	hsa2913	hsa2914	hsa2915	hsa2916	hsa2917	hsa2918	hsa3269	hsa3274	hsa3350	hsa3351	hsa3352	hsa3354	hsa3355	hsa3356	hsa3357	hsa3358	hsa3360	hsa3361	hsa3362	hsa3363	hsa338442	hsa3577	hsa4543	hsa4985	hsa4986	hsa4988	hsa5028	hsa5029	hsa5030	hsa5031	hsa5032	hsa552	hsa554	hsa56413	hsa57105	hsa5724	hsa5729	hsa5731	hsa5732	hsa5733	hsa5737	hsa5739	hsa59340	hsa6010	hsa64805	hsa6751	hsa6752	hsa6753	hsa6755	hsa6915	hsa7201	hsa8843	hsa886	hsa887	hsa9052	hsa9283	hsa9934
hsa10161	1	0.128391222387656	0.0970434454074526	0.091601884582635	0.108287388200996	0.121612767145431	0.106382543428735	0.102878882209285	0.121695048782066	0.0903871881058125	0.116450134372325	0.104757801091189	0.0959977238327465	0.100347247080692	0.113254848429171	0.0961472720243541	0.111621030766147	0.115147559723786	0.0934913953493605	0.0874969883279295	0.0938291329885199	0.0853206097963568	0.105630275912516	0.082290393710372	0.131069273784611	0.112102435516683	0.108755154781933	0.0743691026026688	0.117166730097855	0.129656030912353	0.102562082669136	0.113990415372705	0.139883190015924	0.0896547325209612	0.124070519645689	0.210715510788261	0.134377549598156	0.120184202311737	0.13385458884098	0.122810480709021	0.130945019150654	0.110103592887638	0.12687960723508	0.125560555351402	0.104266279526315	0.109552164183294	0.102488066013867	0.104026297682192	0.10726002209796	0.105970206337363	0.108023368120831	0.115350262128703	0.125957338399028	0.111616070128019	0.107861839636454	0.101449869501568	0.0819309616033755	0.108565804023695	0.118041056143433	0.121327533680438	0.107435056002608	0.110813651895501	0.130420107968607	0.124263677541019	0.129869466641151	0.120370889851207	0.11020140660024	0.0977511298260791	0.0860499118215353	0.102100877184987	0.0794224421158318	0.0740652782420946	0.130679997693623	0.115287797917115	0.0883612740350253	0.0733479271879522	0.0968696075744527	0.0974656376953191	0.107227839597132	0.0884018767965488	0.0913783533070228	0.10085445676441	0.120484944694938	0.109462385082278	0.111525031889445	0.0946957683422451	0.0977943650089787	0.0836427811595309	0.110874054261123	0.12336523228139	0.111963779351723	0.0967475991381345	0.0986276146660792	0.105690994362051	0.121772464011157
hsa10800	0.128391222387656	1	0.0995199986845367	0.105875757651651	0.104835142187056	0.115252852585605	0.111460941374353	0.110869882065793	0.116434892430696	0.118277101401255	0.121707607450568	0.106043164439668	0.101393374697936	0.112595333063284	0.11001390404192	0.103296773925906	0.106616037256994	0.118590725864732	0.0931272690425778	0.0899986500163559	0.0925815269497119	0.0961578686470439	0.109362733610949	0.0963284988198704	0.119930311342269	0.119188839223626	0.118337369877864	0.0837312551252933	0.0995992242719551	0.126341888603694	0.0958204313773143	0.107827066393176	0.139412196717773	0.113891909419264	0.123186011117946	0.132559169377561	0.136806587111153	0.117664775997351	0.129604778385583	0.127963201770048	0.125862492942396	0.125755331305471	0.125853332095877	0.133382670668709	0.103365717826892	0.106689866926764	0.0982639283659974	0.11117322972648	0.0998405443104964	0.101598506576269	0.111386454411792	0.119130755488215	0.133380013209838	0.116004932149948	0.10699584561586	0.118167277929772	0.106766453113766	0.108345177826167	0.109812786773412	0.111477135733752	0.126745498218104	0.101900316640252	0.109632785974107	0.111220905124008	0.121052143427188	0.121094586220587	0.113682727775242	0.0915686587581215	0.0964167825198336	0.10385997309362	0.0883723844426183	0.0973542597650135	0.128449483065026	0.124438995882071	0.109165866910001	0.0847220351422314	0.0918807831170411	0.10399781803358	0.109884714959971	0.0911477955622588	0.107832802110212	0.107011447143759	0.125854944423611	0.111451129281094	0.110216071590754	0.104728661651038	0.114662178473422	0.0957743223127459	0.119878866033154	0.112067264524373	0.113447959852344	0.10824153734286	0.108980873039638	0.110290552474774	0.123967403739669
hsa11255	0.0970434454074526	0.0995199986845367	1	0.153875726784283	0.112315171846302	0.143254910450274	0.148907361688171	0.127804492343811	0.115759673574429	0.17799862551591	0.116614097617117	0.126053962642457	0.133561317116962	0.127248146913189	0.103585958976221	0.195014342486071	0.151782082971136	0.132193732197196	0.159127728863811	0.139215542211403	0.183304509433191	0.163343963699777	0.107781924165106	0.164005366841295	0.141627571469686	0.132911987723256	0.133433897334805	0.162808091939358	0.135483313468443	0.116082886157098	0.0891772839482569	0.128671477791109	0.128171424790303	0.152310142650285	0.168844146394092	0.107515234998136	0.167869859301522	0.17254919227748	0.141981288731946	0.149721568566815	0.179963681507966	0.176106243003368	0.145576095548934	0.134735918016372	0.124424602492236	0.120847327519408	0.135451260856182	0.130424235283589	0.121553229701042	0.119494546173566	0.106288106817559	0.121756906996521	0.120510884296618	0.118748137473327	0.121164106727916	0.129915755934855	0.163172310620303	0.135372232234486	0.110917555199647	0.116726026900269	0.120874576720527	0.151752082911366	0.112701076430399	0.115620677147903	0.122345149650598	0.131078057978629	0.138455452983512	0.126154416873311	0.149419584523084	0.118173368457614	0.14696754100449	0.17164767193259	0.121672716622281	0.103385754864882	0.129054308784477	0.182040158727294	0.137133451746596	0.151837824641796	0.114876426124488	0.145367504150691	0.140989589232644	0.117393766342719	0.0988514655676146	0.142234194889173	0.105061166924684	0.146693808762087	0.158178277428977	0.146025208764284	0.120795313760433	0.113136830972652	0.142449967257509	0.14459203963831	0.121536209488773	0.144340481504634	0.101079046022988
hsa1128	0.091601884582635	0.105875757651651	0.153875726784283	1	0.19124588091841	0.230124081022932	0.206154745734807	0.239913778316445	0.110664380950276	0.150657009132698	0.125586997784107	0.115657269680241	0.12767977315082	0.113060707879937	0.116346077270884	0.151113518748913	0.148799840194773	0.133467082971792	0.147590321938772	0.153856512067899	0.132695506681795	0.132888610553814	0.113086090948029	0.152960760397745	0.132774259868314	0.122734015281376	0.122980060033037	0.142842230163982	0.125933043641538	0.116691555935397	0.0999692060753879	0.130287288094826	0.13588293324866	0.160268596560695	0.163791777433742	0.100466976749777	0.171232420163664	0.162373752180523	0.14758049297399	0.162588756361904	0.170410121296698	0.162567892153647	0.145296525848459	0.144457703690064	0.141626358048452	0.125070035037785	0.137741085932297	0.140211647053387	0.123579319771421	0.120744673125459	0.110368415389846	0.119900502543333	0.134936714008267	0.120029938578684	0.120953987372456	0.140721219216014	0.14747087393812	0.124813313483419	0.0996390766844676	0.129529625721681	0.105562781210466	0.123843922226691	0.108858444755154	0.118732070279059	0.116375207442548	0.130619345477274	0.136057448993287	0.123898824923382	0.122450576862995	0.120247559664977	0.141054188332756	0.158134900430144	0.112092684313098	0.102804373507913	0.14195606283709	0.148530938662451	0.132835515043506	0.140077101340503	0.114427404475587	0.143784690435586	0.112731732956563	0.108350169911638	0.10723337220311	0.128810307025731	0.100989050717061	0.132661389881956	0.119059120028062	0.138550659994361	0.127152617635892	0.101922479577846	0.147693132911302	0.155547619406576	0.121562510894109	0.145180346211436	0.104520766233804
hsa1129	0.108287388200996	0.104835142187056	0.112315171846302	0.19124588091841	1	0.208921212354355	0.263144441144795	0.197687575983421	0.10645458815017	0.111166800414996	0.12824713779695	0.122754859858098	0.111482909570342	0.115195388657587	0.127473239110208	0.122397472135521	0.136656867528191	0.13558047462591	0.11450052761612	0.122247383464377	0.10709802047533	0.10893356608104	0.115132035923738	0.111341550221724	0.12906310471116	0.123996290667906	0.116312121332082	0.108549436039114	0.127119093557842	0.123162952911275	0.11047548180265	0.133101197465075	0.143006928377481	0.11555705663136	0.139258619974246	0.109761621075693	0.1549524394709	0.142541188851389	0.147370435902535	0.142223507563307	0.154372222540139	0.1321708575176	0.144057935837267	0.14203191369171	0.134199493275199	0.121460388334987	0.126956342818891	0.130430170582018	0.121940860623371	0.120068117716782	0.128695741186484	0.133808340097998	0.132076353124936	0.136149807223332	0.120519258196351	0.127211144688092	0.114514689518412	0.124295703992804	0.110318187213254	0.110525888351283	0.111061448076062	0.113129681645708	0.123945912122228	0.125812122932623	0.116734089463062	0.105145419080188	0.105426972919891	0.0972137678259416	0.0992617515515667	0.126964683951952	0.11137449571195	0.0920040838815004	0.113581282066025	0.112376388970472	0.106211515051023	0.100304123107618	0.111993605547979	0.11534969448676	0.115560922896534	0.109018459103192	0.11574508770973	0.109439191154503	0.109492804830168	0.109392172037139	0.124541739068615	0.121418723456094	0.11131431799503	0.0997351893001037	0.134065413109574	0.110577015390318	0.123417451284641	0.113116094918331	0.108528411970736	0.119308035623125	0.122428846438605
hsa1131	0.121612767145431	0.115252852585605	0.143254910450274	0.230124081022932	0.208921212354355	1	0.20678419841146	0.249179230002675	0.12478495488407	0.134015875108941	0.14801630305865	0.120350862851357	0.127440600250088	0.120371737261654	0.126881525205924	0.140834094089903	0.158000246419963	0.151935391065428	0.140244401524206	0.137553724112212	0.123262998632463	0.12464476519185	0.13223655919127	0.128147568669699	0.146639838023356	0.137592864911076	0.129625228264337	0.11383864416095	0.140979501179108	0.138244152511025	0.112673142869452	0.128578657366673	0.163780739928607	0.135441533345085	0.170259403897389	0.132202466450352	0.179688752188471	0.15292552706798	0.163390951267844	0.161569191950228	0.182173336936174	0.158245289013383	0.156246590143094	0.163006394287462	0.146775014458	0.133105626341008	0.129715308031337	0.143771049167176	0.138625973368079	0.138835328225856	0.142642954968438	0.153312165264843	0.149279957241731	0.136132589164924	0.137207222422394	0.130937255737853	0.136692974430008	0.138140376334001	0.117877010564979	0.128882454567794	0.123979010229465	0.122102857863139	0.123939453508501	0.139987832301753	0.131992835478364	0.117973878824695	0.123328368595666	0.123827690217195	0.118517160316121	0.132083867718203	0.123238186830778	0.116448653133514	0.122270788390001	0.114669348541145	0.119631440941681	0.126727737860838	0.125873285537547	0.131127444413928	0.128929374199071	0.124453195112957	0.131703731453246	0.118362858451646	0.11964683676647	0.132541638545981	0.125989616860283	0.125849380003963	0.125503046480234	0.117962942610217	0.141325506873491	0.122985109018501	0.144059914624174	0.127155234341649	0.124402963239291	0.146510627630266	0.123627384291183
hsa1132	0.106382543428735	0.111460941374353	0.148907361688171	0.206154745734807	0.263144441144795	0.20678419841146	1	0.207678792370884	0.1098245701215	0.139720855986015	0.129575136574578	0.127137568425376	0.125351685158879	0.123420972630261	0.115867939088491	0.138111791916718	0.148362573169397	0.138976612030928	0.138678565613161	0.121131189045067	0.126640344053899	0.150898029395277	0.118435433924528	0.153002133781939	0.131435008840042	0.131439297382102	0.133618980220772	0.140688084935417	0.133454067811461	0.116320238752841	0.10732589158816	0.13111884760969	0.146572175084689	0.12719029069243	0.155633399133345	0.111709352153164	0.172504231547186	0.153581738371445	0.140851852256222	0.149992451393464	0.165017740100643	0.158405921422348	0.14550306116268	0.14678132958382	0.136405003487354	0.125604363690968	0.134596744024119	0.1491187832232	0.136877269242041	0.13075976134393	0.118909707478892	0.126936558364308	0.132409300927291	0.131058583762912	0.123565083239665	0.127428254705184	0.141434377781457	0.137248711100523	0.10057418632823	0.121564809741064	0.116121613490757	0.13373893043789	0.119496376746661	0.123695194081894	0.117597475785187	0.12604353395022	0.120771605294017	0.119018410269174	0.121555886390531	0.132112025116645	0.126830610850263	0.129579920380356	0.113698078596355	0.109167679530932	0.117070380925703	0.133569831917999	0.122861218612261	0.129251321512946	0.119007687376414	0.134989231519312	0.110747760746714	0.110811639399368	0.108559069768793	0.12109957750123	0.117212224724028	0.125240073110901	0.138785430645302	0.118389209809168	0.135010421735108	0.107951835853035	0.128378202151973	0.133473494395273	0.107342498126109	0.131538153476438	0.111892272311378
hsa1133	0.102878882209285	0.110869882065793	0.127804492343811	0.239913778316445	0.197687575983421	0.249179230002675	0.207678792370884	1	0.112915109954523	0.12807176594345	0.134860143337051	0.116947184365908	0.125101909124875	0.120888674301636	0.126316967184129	0.136146915830521	0.144673427191021	0.140952495693679	0.13016829585835	0.129575342727941	0.125194831377319	0.127651723610528	0.121951563051942	0.129897665257622	0.142583478079781	0.132956507645583	0.128683676160043	0.117679046897379	0.133031803307906	0.117940678544651	0.101342837873162	0.128030839111408	0.149794412642107	0.13408757243785	0.160222354465704	0.116741754340977	0.163646817378106	0.155476569580685	0.152370336180517	0.152801746478262	0.164623337951491	0.150287794054745	0.151614287356486	0.155162753685646	0.144132438180143	0.130821824525306	0.142025643166138	0.145281875164858	0.137328830799242	0.131998651245014	0.144017915980882	0.126250666135202	0.133935501498486	0.128700688463493	0.133332366730509	0.127886933797355	0.131349085464816	0.133119422019302	0.0992887915055507	0.120747627868504	0.115107931236246	0.12251142257079	0.123449030525747	0.125377728526615	0.12277648944249	0.121639094043371	0.12467923599626	0.122259905861325	0.111266369359893	0.125948121976808	0.121202788775397	0.113646202332687	0.116732357732447	0.10644302866873	0.114952910170909	0.118170605186649	0.121057363769051	0.126731367643469	0.122476691262733	0.123701936292582	0.115680395703993	0.111298860897229	0.107562930290176	0.125242848464162	0.11722622054859	0.132329598394198	0.128222547150001	0.114457594674707	0.137855771083324	0.104180016814752	0.138283344802913	0.132587113830182	0.115223065707441	0.130915003825023	0.109644354039583
hsa1234	0.121695048782066	0.116434892430696	0.115759673574429	0.110664380950276	0.10645458815017	0.12478495488407	0.1098245701215	0.112915109954523	1	0.120357408505576	0.130133544983441	0.114862182744732	0.112194311256752	0.113956532326297	0.117783792088312	0.10454986204766	0.114189849727149	0.121643699092384	0.104874462310585	0.105354517934448	0.0963356241199161	0.116881339459237	0.117693641811993	0.114820767517136	0.121959800259428	0.127133650995106	0.112100169521824	0.0956579404424781	0.120969437929079	0.134368739315091	0.0952096713475192	0.117320452437828	0.149977238260444	0.117428249048852	0.136397295381313	0.105935445849654	0.138656401520582	0.131938335721147	0.141937276973098	0.130118970199527	0.139419916602331	0.13264951186847	0.131381030764749	0.1359686280273	0.118343409745258	0.121961419763211	0.112672821806853	0.118752224226252	0.118584627534299	0.120578504922095	0.114362512841142	0.112671067700897	0.133577896870617	0.116734337071113	0.115171579626902	0.109201853878406	0.115553568041106	0.116591841707072	0.118056839586671	0.150250239247215	0.115757317845059	0.106439649075507	0.121121867027839	0.10562500365648	0.119441151763562	0.112677299702483	0.117734447799382	0.110360984767333	0.107769613041253	0.106405672671273	0.10155612449434	0.11166764847778	0.129077752412245	0.111868584677947	0.107724081412764	0.111116103114349	0.108122876830809	0.135968937925973	0.12151608426282	0.105907209974283	0.107300121446909	0.109841638272686	0.124224864023043	0.121183378869917	0.128555556328554	0.133773137289559	0.137389248560677	0.11974092751461	0.128682479020971	0.118155459874524	0.130765620002131	0.122854378925153	0.127424063189491	0.124793500644764	0.125555709151841
hsa1241	0.0903871881058125	0.118277101401255	0.17799862551591	0.150657009132698	0.111166800414996	0.134015875108941	0.139720855986015	0.12807176594345	0.120357408505576	1	0.134641343850865	0.141160199753216	0.148724732030043	0.145076531769175	0.133632395352502	0.181255192198872	0.155462450092703	0.128938179268472	0.143010370209849	0.144581045590063	0.178144560687792	0.156687556735888	0.112524259302166	0.188091296117258	0.124726268284548	0.125333182959264	0.141490808060916	0.168091266221074	0.126644019003479	0.135160309209991	0.0963405370667117	0.136626063067564	0.134283021714335	0.178610765555344	0.163143578779241	0.11056603852841	0.167256926145217	0.18342826450628	0.145463421067124	0.152941628040564	0.171120728112489	0.181297833700124	0.13748179635731	0.138308392953931	0.120293313985056	0.141748810012315	0.137562635732822	0.126948216536998	0.134793301481918	0.106835660462343	0.107929828956224	0.127619865558758	0.120514084808216	0.128121953701072	0.126018177929342	0.131083229537607	0.178972809745058	0.140312231148455	0.115028229983686	0.148704979351043	0.134310380549194	0.161404859060833	0.119187341606882	0.120044533537671	0.131185414579452	0.160092371874466	0.155074149019313	0.153970569338985	0.168972739123803	0.143901471672688	0.185058877569309	0.228470204885253	0.12415307080728	0.107261684194097	0.160381179052418	0.216265808430196	0.168708458506569	0.165479230380401	0.126664556951975	0.167165914343066	0.130994132644422	0.11372267443831	0.0987769840917635	0.14472952373397	0.117489618955258	0.170391520879777	0.174354681632397	0.171888805129706	0.124522429959803	0.116877345346622	0.136094868792942	0.167994933748447	0.139230608414436	0.144631026078147	0.101091626801453
