hsa10161	hsa10800	hsa11255	hsa1128	hsa1129	hsa1131	hsa1132	hsa1133	hsa1234	hsa1241	hsa1268	hsa134	hsa135	hsa136	hsa140	hsa146	hsa147	hsa148	hsa150	hsa151	hsa152	hsa153	hsa154	hsa155	hsa1812	hsa1813	hsa1814	hsa1815	hsa1816	hsa185	hsa1909	hsa1910	hsa222545	hsa23620	hsa2550	hsa2846	hsa2911	hsa2912	hsa2913	hsa2914	hsa2915	hsa2916	hsa2917	hsa2918	hsa3269	hsa3274	hsa3350	hsa3351	hsa3352	hsa3354	hsa3355	hsa3356	hsa3357	hsa3358	hsa3360	hsa3361	hsa3362	hsa3363	hsa338442	hsa3577	hsa4543	hsa4985	hsa4986	hsa4988	hsa5028	hsa5029	hsa5030	hsa5031	hsa5032	hsa552	hsa554	hsa56413	hsa57105	hsa5724	hsa5729	hsa5731	hsa5732	hsa5733	hsa5737	hsa5739	hsa59340	hsa6010	hsa64805	hsa6751	hsa6752	hsa6753	hsa6755	hsa6915	hsa7201	hsa8843	hsa886	hsa887	hsa9052	hsa9283	hsa9934
hsa10161	1	0.534273450244583	0.44311729805326	0.457348711488501	0.516118529878288	0.518577385977033	0.49495414298908	0.501707841944781	0.525515507956423	0.424434664220362	0.52470931326072	0.492867663830077	0.457595333545197	0.486820611082079	0.509941118525565	0.420518691368728	0.480221726883633	0.523688127791221	0.443548909518578	0.437402270718461	0.408107428955761	0.40576481056703	0.511812616635331	0.389513428361271	0.524407394491224	0.523718387668464	0.490741146821291	0.367484427689653	0.501273675174489	0.534391344140039	0.512797973138771	0.493585760966852	0.541915237476526	0.437475516777705	0.507314159482517	0.574404117646951	0.512836794680676	0.481090313211504	0.534180481600696	0.509284747770646	0.507585781033261	0.471495805075815	0.512960016513618	0.521209178065839	0.503858599379898	0.519504733082285	0.479465381426488	0.50304927001972	0.491996361996897	0.492932132485282	0.502358157488111	0.513531497092713	0.526710922070281	0.511275046500948	0.521292137351255	0.492645825393723	0.404302226054295	0.500205924308521	0.510271459160245	0.502633003052869	0.501535421661675	0.478392618554264	0.530769756258143	0.532067121468959	0.527696678528888	0.466175386078301	0.467270193469196	0.416467598366796	0.39782445945389	0.503306961332423	0.413800401378456	0.354268123427479	0.528717938026879	0.53169913119525	0.446650949938552	0.349081008220109	0.456657169322222	0.472686227935273	0.499974266772032	0.410544087030491	0.472828065114324	0.504002814113659	0.536654327987445	0.489036222484778	0.530085203609804	0.4506963195992	0.447652947884287	0.420774189642247	0.533530999769843	0.51765041987858	0.509272835886697	0.44154017272799	0.485583346382186	0.47286779847441	0.530806179608614
hsa10800	0.534273450244583	1	0.464145474575437	0.477926099841252	0.507476491999967	0.511585899326046	0.494549419266868	0.511548365294121	0.521852899465052	0.454924660098393	0.531420300016333	0.499638689693899	0.464014778213238	0.50011027404583	0.504310357737734	0.438933191875622	0.484783429336054	0.524921223145962	0.444757036402396	0.447448585868514	0.413317988863468	0.425764824035309	0.515524427988348	0.405613192672792	0.520121199350479	0.530178063067192	0.507697903215468	0.39254458872115	0.486627147521526	0.533841411184025	0.500181347290959	0.500964402868092	0.539729184143554	0.476851971375177	0.511729818065302	0.52804688605973	0.524275768427094	0.487327055598058	0.536306887412966	0.516832925982246	0.505911356216785	0.483320026607346	0.514857387501168	0.523982645631564	0.509068696696889	0.512346369216453	0.486583871859779	0.507480353603792	0.478288566347287	0.489480801076072	0.512483387914744	0.521872259867767	0.53713668623807	0.51575810584236	0.516917072399353	0.518766139047209	0.441695323183596	0.511382655972282	0.505964652892487	0.501077588819194	0.519465901712087	0.477920286949774	0.515415012786866	0.513686834661631	0.528937906364829	0.473600422630346	0.480491538219049	0.428584706078671	0.434152279716221	0.500159476840446	0.431000973394938	0.392148167708835	0.530391306465469	0.542028355939203	0.472616855860916	0.374670123100233	0.457472302128672	0.487401299025784	0.50828916348962	0.433352552442263	0.487334127954456	0.505871016031377	0.527655724491249	0.500549423718971	0.520381854391932	0.462775523453956	0.469910606202564	0.44309549435401	0.532323670520703	0.512105885986282	0.518652815763539	0.455375808243554	0.50102596546442	0.490074382311152	0.527874378783735
hsa11255	0.44311729805326	0.464145474575437	1	0.547783300871654	0.47621756599384	0.528423314214766	0.527588478346987	0.521975950400689	0.479236525730649	0.565483498353702	0.510825849644624	0.508437215858181	0.528330757411883	0.521041571310945	0.463684592583079	0.576572433826855	0.557091614352162	0.533324583149978	0.54378883197241	0.540707419540473	0.557525640278812	0.556272643076341	0.496056863891909	0.542571345093395	0.527090835155524	0.515666967866583	0.526779194420835	0.538999491574977	0.533861361334221	0.480072745416571	0.454085189924071	0.515371291397321	0.48945236016873	0.545443630440249	0.552198230673096	0.47054234924766	0.547768104596328	0.575629714535832	0.534639184866269	0.547115039761769	0.560584540568941	0.574715993636506	0.525605237802821	0.523249924953974	0.51420652983283	0.511689105666525	0.538142708653834	0.517635617471518	0.507434705305844	0.490414085974957	0.478766897776677	0.501635871603881	0.502024676808046	0.490952664004751	0.516076850840944	0.535529664110085	0.553265053837681	0.533273285886628	0.491459617359407	0.496147245434495	0.496965145553479	0.548615082824726	0.494855540327166	0.494059016318272	0.512043949386121	0.524441840900958	0.533000021981637	0.512432165813538	0.547040769631167	0.524891909066344	0.547237559275697	0.543001582999484	0.498109487951034	0.470858287311685	0.521559537758481	0.546489332660575	0.535081506941368	0.554316033714204	0.495841351845124	0.55578507376682	0.514589423126505	0.494656241357178	0.450042037189442	0.536924365286941	0.477538082380491	0.533800422735877	0.546265249531143	0.539023717850474	0.490449604685205	0.494314308854082	0.533320883331633	0.549152537335892	0.518516776891247	0.545013218599925	0.45006372558451
hsa1128	0.457348711488501	0.477926099841252	0.547783300871654	1	0.538385961142051	0.575871035274634	0.560601181473691	0.588554457171074	0.496751204522726	0.527805204053856	0.523329425285228	0.50477043751269	0.513541125573985	0.505378380089128	0.481579667109104	0.523158166022564	0.553645309602483	0.537915625334084	0.534921646945974	0.543310845022172	0.493957511209059	0.516175828047391	0.502365581120459	0.522962964286064	0.52107589135607	0.524485702763781	0.524131375131897	0.505812214486987	0.522864962689279	0.499973310063289	0.484839091399517	0.533928434948161	0.515201700969378	0.54974645656515	0.565468300579559	0.483834372811832	0.56238848304149	0.55805606038802	0.551252342339202	0.563467062480575	0.559530226747888	0.563110601361093	0.545188681871574	0.543793222550029	0.539243534108996	0.524546755596557	0.543017118718469	0.543298391709414	0.505416151694145	0.50595094897182	0.506281025752752	0.508774777989328	0.537354529554703	0.501778190033421	0.523443442287327	0.538919831225582	0.532880533294669	0.531821151076497	0.486447003519987	0.508561918668347	0.477917726430726	0.52165023920767	0.500387440623114	0.512629298282525	0.510943642754253	0.520487376073963	0.529830312961611	0.510983312445428	0.510241519499262	0.53359149485103	0.526725819106623	0.517866086755469	0.510158118509533	0.481600879592868	0.530914022184817	0.500776190047086	0.528901626059811	0.547942806446495	0.50195566049203	0.525735135949119	0.487707539451078	0.493145771260565	0.483599219441776	0.521575380395575	0.489672436601663	0.516040676191071	0.499358727384979	0.521140174659998	0.51331370712728	0.48891964228901	0.553149010763024	0.542064347685282	0.531540135446771	0.553114461659692	0.458977335994806
hsa1129	0.516118529878288	0.507476491999967	0.47621756599384	0.538385961142051	1	0.576492433921402	0.581803068556199	0.571386009082056	0.492221971642144	0.449117112420378	0.534535280170119	0.512092037625582	0.483935491557689	0.500251114431384	0.504593021863518	0.464079808085655	0.516274064022806	0.53857059837784	0.478885047947299	0.489532836211521	0.445209756652407	0.460537314580172	0.522838428248672	0.440750693949752	0.534856597477624	0.534695517967429	0.510293183219369	0.431045191716673	0.530937001196072	0.518697064384479	0.512358177122336	0.520224614621777	0.549905147496426	0.473870664851121	0.536930124465395	0.516909858317571	0.546757806180643	0.512760757184072	0.55655659492696	0.544051379400319	0.548669467731491	0.51254717371851	0.553765757055046	0.55329006440817	0.532236592210957	0.521955650408662	0.529350482180811	0.537237156437902	0.498057117699706	0.508077793057991	0.52331527088179	0.540173034149273	0.54048515228262	0.538832681728415	0.530252832455938	0.517166711385723	0.454125794646433	0.522288419803843	0.491261100899964	0.489316812301278	0.511834434854544	0.501696485806527	0.533000298329491	0.547113598406995	0.520093600116475	0.465159393258062	0.462416033700929	0.445992490369759	0.44438414968026	0.533799071257518	0.459461937379337	0.394044588605202	0.505624525281057	0.51324995492119	0.448482770073452	0.40174072866854	0.472233823604683	0.49533584265497	0.500660431816923	0.444760242401935	0.483103349535557	0.508612742902026	0.51225910364286	0.505551135935055	0.5395001307651	0.487801558882423	0.477090642866389	0.437507338101159	0.551700455844176	0.502839009444618	0.523750116152298	0.465573696923054	0.493380357823538	0.502992664741833	0.507440617036567
hsa1131	0.518577385977033	0.511585899326046	0.528423314214766	0.575871035274634	0.576492433921402	1	0.565645132753954	0.596944246202128	0.518076414149436	0.494737185189479	0.558493782689567	0.509019711251861	0.503528345002292	0.502669291167481	0.508581132952158	0.49337799394736	0.552966619651681	0.559937651939802	0.508191982152624	0.521099295857996	0.470492190235181	0.487387423760815	0.54072176579089	0.464141374487702	0.55707852269291	0.548745455469725	0.531602555712533	0.446564367412384	0.54376905236881	0.538431359557169	0.51508922947603	0.533668073660893	0.563868041902983	0.508732126621791	0.574731910814504	0.535559032815999	0.573635215935615	0.541671395647056	0.574489337121738	0.56859249959144	0.577819607269647	0.546636300072516	0.566152303910287	0.575058182445333	0.56003658401706	0.539882184193789	0.538484244488188	0.558189576050677	0.537017172242715	0.544166524927158	0.549753001665994	0.568533678590047	0.565709191968996	0.532060173705237	0.546410377104288	0.540718552992914	0.49652957653092	0.539127524975424	0.510821689107535	0.514352985926704	0.506779878351542	0.509690782811781	0.530342533750158	0.549759983145161	0.53963800395389	0.488114698803994	0.49883018219739	0.482999890270785	0.479534080504556	0.547654626826657	0.490815144419195	0.441953112224003	0.53032229655657	0.513116049484433	0.488721960952384	0.452220349574212	0.512953249482562	0.539360107020376	0.53192389777862	0.485779163485069	0.532847326649355	0.509051969154569	0.521713570240477	0.522507661425051	0.53574973561009	0.491660501481467	0.481073726251228	0.482912614666719	0.547510464600117	0.521515389439834	0.558710633994406	0.49386687188149	0.52069679957398	0.538363045033141	0.517827134489946
hsa1132	0.49495414298908	0.494549419266868	0.527588478346987	0.560601181473691	0.581803068556199	0.565645132753954	1	0.580312095242158	0.49441198867509	0.501619753346633	0.531537105343515	0.524113855188763	0.512831181287921	0.52001581026841	0.490165794214406	0.509189306823332	0.541531668996519	0.536805299274058	0.518898839433481	0.511534445075085	0.491056329120062	0.532561304192911	0.511156509717496	0.518689462093912	0.535178919824807	0.544601814800679	0.534809687003038	0.49950985755277	0.540715918984879	0.510153153791309	0.498400472888316	0.531899365948043	0.533246891728122	0.510189471900234	0.55124119100256	0.506199494966918	0.558301204706424	0.54542255640291	0.547714757754202	0.551654476690417	0.554655867548449	0.552606271796358	0.54860860067008	0.549402795745945	0.533569949065059	0.532953027449495	0.541252194957719	0.552357479160627	0.514812351450022	0.509569872716694	0.505542637669856	0.514136231960963	0.536647131563063	0.523761575284542	0.532711737481521	0.528290186366141	0.51211145702055	0.53965205557218	0.486751698157816	0.502462503961669	0.510891489497128	0.538374929871479	0.522571478172183	0.534082932424539	0.52578872211677	0.50679041174848	0.500254980254432	0.507253828843334	0.500628409504094	0.54644349093043	0.50424436667548	0.46611747264596	0.503909088313599	0.509493983608655	0.482010157688114	0.466545341143789	0.502308331126718	0.51952555358136	0.498951079598687	0.501341619310086	0.485956904052435	0.51485521885282	0.489815424534375	0.526253131647287	0.518869417815285	0.521844230893669	0.522995522111101	0.486471162086323	0.535363922436488	0.495857220277444	0.532561562398045	0.511304664264014	0.508834270482572	0.528393148515115	0.477864220698108
hsa1133	0.501707841944781	0.511548365294121	0.521975950400689	0.588554457171074	0.571386009082056	0.596944246202128	0.580312095242158	1	0.508165963978091	0.49823165230609	0.547061957476492	0.517578346686512	0.509876154200118	0.519520670560813	0.502100415450336	0.502371078161561	0.54654044073272	0.5531111351344	0.512466561416912	0.526872596520025	0.479499732103983	0.508375986057223	0.527074394732136	0.494009621992863	0.550285035616664	0.553842504617681	0.541214962729764	0.474007326955843	0.541737939588652	0.519181880200805	0.50343813651629	0.541307296985078	0.548561634115713	0.51681981854725	0.574811147670344	0.515168033979045	0.571835799876222	0.549247444914846	0.571377705384345	0.566923545556049	0.568198678359352	0.555710112350214	0.569240250510462	0.568418917629079	0.561233698312827	0.543241558694756	0.552455384689873	0.556796607252495	0.529432095973753	0.53433491702668	0.54438331085336	0.534277590777369	0.55760786594125	0.531240857921494	0.543496076321613	0.540891532551107	0.500401396157967	0.544316858014402	0.494118461059444	0.510622137642795	0.508644274274912	0.531813996728645	0.527076455407366	0.540974870837971	0.535230715074022	0.508280160491542	0.513028919651922	0.504885769093265	0.495418862054227	0.54139472763721	0.504301305720324	0.459767636390111	0.527598519073055	0.510730464545957	0.495420011391931	0.452182439627278	0.504276022154586	0.534514729549648	0.519947932755979	0.491828805667045	0.503551456961295	0.517017863166587	0.511888878643511	0.526990851966458	0.529593137680136	0.516511168397215	0.508791502801251	0.487876088361908	0.548586763285341	0.502861956827353	0.546127326946831	0.510766013528369	0.527427144588237	0.545298139508434	0.49548248609957
hsa1234	0.525515507956423	0.521852899465052	0.479236525730649	0.496751204522726	0.492221971642144	0.518076414149436	0.49441198867509	0.508165963978091	1	0.471028734432672	0.538615893853421	0.515778098797764	0.499420159929916	0.518404603670278	0.516218821671697	0.447298515597034	0.494928049849023	0.523060223437316	0.46716826432654	0.483102045848315	0.430842712379568	0.449928558521838	0.527062627971703	0.441917785505426	0.515097813423883	0.52500835581444	0.509253171098911	0.412645785506197	0.506592138534955	0.542547374768866	0.501810741683783	0.511818990912403	0.546256794914883	0.479134521454373	0.529030169909624	0.515849144527527	0.526345726130914	0.509355951561149	0.548436119210907	0.525541734550847	0.514586885318593	0.506337533437366	0.530777599268182	0.535609188900224	0.52151731419238	0.52711015546368	0.50454288370852	0.519556977468729	0.512868478321354	0.515811967059194	0.515148719753042	0.506042131176288	0.536284260980493	0.515767311826343	0.527948329770317	0.510880635016702	0.463344940280965	0.519777628512487	0.518622433087175	0.5387843424359	0.508051023551509	0.487105005111322	0.522984945827482	0.503962282328582	0.522396605407797	0.475456357640651	0.495519111048673	0.471168157893497	0.458063968479575	0.496313306138977	0.454687182523906	0.427367034172891	0.541688738202353	0.538345813793681	0.488024778764695	0.418441257326597	0.487367769306815	0.515928399186404	0.527537569536159	0.46004796163227	0.484601482399821	0.513868323728732	0.534353513806448	0.504147156797644	0.52870405090676	0.481646662480756	0.482299482765063	0.485416350818838	0.536420955000235	0.523563598520342	0.524892208196469	0.480579910746027	0.524908945381759	0.516126056288237	0.527442385803541
hsa1241	0.424434664220362	0.454924660098393	0.565483498353702	0.527805204053856	0.449117112420378	0.494737185189479	0.501619753346633	0.49823165230609	0.471028734432672	1	0.503613184142962	0.499623755705455	0.528971700963578	0.526455332500956	0.477651449605856	0.55226844604756	0.533596516915105	0.507716805317517	0.501147723201322	0.522785792306745	0.54224436380539	0.530699014647012	0.47498871073517	0.554695442965188	0.488347764428	0.485039432739438	0.525960809952687	0.524799472830024	0.497632405891833	0.469434344034057	0.437057130699917	0.503587217055696	0.46893049727478	0.558515819573076	0.523593320320107	0.456869931849293	0.517809035561237	0.561058657229375	0.513263784229799	0.521929627694299	0.520781368270051	0.549311297043294	0.495443681244539	0.488936282727248	0.488922473204512	0.51661606375678	0.5187236417067	0.495980738344857	0.495123867451646	0.458910673693903	0.457751603956741	0.486714389274062	0.477886260361145	0.47397005047375	0.493994889376568	0.5250511297494	0.552355381836117	0.514897957333626	0.476081892047456	0.513898830171105	0.498000446398767	0.540182333862013	0.471005882714142	0.469231495553822	0.510012903129901	0.543695081445936	0.539343662358255	0.522261090603128	0.557257514619523	0.515052383445158	0.557694910641739	0.579001198345823	0.497664322126234	0.455931336900396	0.544769960854701	0.569470233545296	0.556551255037335	0.552043034303197	0.493331002595003	0.565518185469935	0.501620370284307	0.468601485062902	0.434424283142162	0.521804946217886	0.470287701792752	0.5353581014734	0.545897313099524	0.561026564413415	0.476189413607553	0.477488755313111	0.509441537264049	0.547153558233204	0.514467920992736	0.529553999636564	0.425919621644197
