hsa190	hsa2099	hsa2100	hsa2101	hsa2103	hsa2104	hsa2908	hsa3174	hsa367	hsa4306	hsa5241	hsa5465	hsa5468	hsa5914	hsa5915	hsa5916	hsa6095	hsa6096	hsa6097	hsa6256	hsa6257	hsa6258	hsa7421	hsa8856	hsa9970	hsa9971
hsa190	1	0.740624945384648	0.721358487901069	0.726092397992328	0.722334956891579	0.701723512352687	0.715089097278268	0.705721556632361	0.73687294585994	0.679855074723303	0.740201323777521	0.694277688000505	0.674837798255168	0.707778636509227	0.68913888119962	0.708454981058103	0.703242216243511	0.689615196003631	0.73099651677073	0.711858067896286	0.710210300918862	0.694728076209849	0.683835398692991	0.711223026767251	0.721757283464239	0.695762004400405
hsa2099	0.740624945384648	1	0.774264989680633	0.741753245343213	0.767903832693935	0.754269124775865	0.752963284648669	0.744048333455598	0.746717286348421	0.716697882773919	0.749607701629005	0.742587829277879	0.725640964569575	0.741795604693555	0.732860148952161	0.752769449453149	0.738084415740238	0.728087103845698	0.755004652031696	0.754329854647063	0.724367738231726	0.738995056823094	0.730734254423619	0.739070389439496	0.723584398679843	0.732834753646924
hsa2100	0.721358487901069	0.774264989680633	1	0.728004117438477	0.765362019699358	0.758522505336467	0.755014106215081	0.745036212229594	0.715504468398436	0.739412335264549	0.734054585576179	0.737511082929263	0.719723502488995	0.736497216214373	0.738213204591571	0.734249101840527	0.735207147267191	0.716936217896552	0.746845851952954	0.755110397040111	0.701602636822242	0.743903307438544	0.743364376458306	0.729772004454891	0.707646188473469	0.725522544284231
hsa2101	0.726092397992328	0.741753245343213	0.728004117438477	1	0.753762834066658	0.730798528501986	0.690331685286129	0.680610910012336	0.722965855806893	0.653167939695679	0.749097907192918	0.704978949973088	0.675106526293799	0.691912100276276	0.67290037965381	0.718798707679042	0.685750366941103	0.666945341628897	0.724881525698692	0.718231283343005	0.727853541198677	0.706984608378536	0.677728056075064	0.709498931331186	0.708535764024067	0.6839388825371
hsa2103	0.722334956891579	0.767903832693935	0.765362019699358	0.753762834066658	1	0.797480224473315	0.760930115287004	0.744669523143531	0.737536888077398	0.734685447115526	0.751734300164378	0.750868099906231	0.743389982261405	0.750989251795797	0.745079355891524	0.756538167185794	0.741309652565116	0.725111751679851	0.75737055906312	0.761585703586814	0.733639115948556	0.741670459091158	0.749430007079243	0.731691287315409	0.709626135710329	0.725695262684501
hsa2104	0.701723512352687	0.754269124775865	0.758522505336467	0.730798528501986	0.797480224473315	1	0.761271889594618	0.746427712859544	0.710573649602518	0.730758038528312	0.725096815232741	0.758474298624957	0.755239599599756	0.735426631637929	0.738764325815222	0.736235275892031	0.740262775197147	0.730644299322582	0.735654092278433	0.753850951044733	0.696408505974753	0.740119328502588	0.75161541767195	0.721389914918103	0.692628584393209	0.729126857317557
hsa2908	0.715089097278268	0.752963284648669	0.755014106215081	0.690331685286129	0.760930115287004	0.761271889594618	1	0.756464461298071	0.734622894253345	0.781286359407188	0.741526202682604	0.751889892938425	0.744197337180565	0.762612932949554	0.763069925539321	0.753129814232281	0.750750623661763	0.743745438445348	0.741899004861536	0.761800579473337	0.704916791607641	0.736174246682845	0.747494057965576	0.724850828435639	0.700353547366336	0.743969633133745
hsa3174	0.705721556632361	0.744048333455598	0.745036212229594	0.680610910012336	0.744669523143531	0.746427712859544	0.756464461298071	1	0.707990662349458	0.730490862737491	0.710757502566591	0.736761343574452	0.740035326376134	0.731336289483245	0.736471491942033	0.725654414947817	0.751422041475928	0.742070051741994	0.741664147574579	0.743230068616871	0.690878818042046	0.737954145517588	0.743340062385771	0.726384417657229	0.711732560879104	0.733300600223017
hsa367	0.73687294585994	0.746717286348421	0.715504468398436	0.722965855806893	0.737536888077398	0.710573649602518	0.734622894253345	0.707990662349458	1	0.718247825850349	0.766176103875235	0.699785735222656	0.682028456508731	0.726705692932646	0.693796907813213	0.730230492397894	0.720672430834361	0.702317250105798	0.746412669357645	0.719480288202696	0.747701674836804	0.684982793486386	0.687482516273654	0.704104437308082	0.704618719225266	0.695878266031913
hsa4306	0.679855074723303	0.716697882773919	0.739412335264549	0.653167939695679	0.734685447115526	0.730758038528312	0.781286359407188	0.730490862737491	0.718247825850349	1	0.734640000652557	0.719260068329627	0.698023730752461	0.74885973602134	0.73417603393674	0.724031110601207	0.72621926563154	0.706946768110014	0.724748209779074	0.743269014853586	0.70718886082105	0.695146419539243	0.725734742236876	0.686196358542242	0.655380474392279	0.703080496408057
hsa5241	0.740201323777521	0.749607701629005	0.734054585576179	0.749097907192918	0.751734300164378	0.725096815232741	0.741526202682604	0.710757502566591	0.766176103875235	0.734640000652557	1	0.707788683583133	0.688311153285998	0.740082444219957	0.706391817322075	0.740198617915154	0.711024549273989	0.686174052093619	0.738195291578194	0.741584949979901	0.763581068539231	0.692943439048505	0.701783839135049	0.698734347542649	0.703343991402604	0.683731063949473
hsa5465	0.694277688000505	0.742587829277879	0.737511082929263	0.704978949973088	0.750868099906231	0.758474298624957	0.751889892938425	0.736761343574452	0.699785735222656	0.719260068329627	0.707788683583133	1	0.776909015045568	0.732245174615073	0.748673380281001	0.739844051249744	0.751379565152963	0.740389830745366	0.733314064286916	0.749106766566692	0.682112448030656	0.745696378424285	0.745973542238425	0.738238500932949	0.697104169925581	0.740448953377735
hsa5468	0.674837798255168	0.725640964569575	0.719723502488995	0.675106526293799	0.743389982261405	0.755239599599756	0.744197337180565	0.740035326376134	0.682028456508731	0.698023730752461	0.688311153285998	0.776909015045568	1	0.718728679469896	0.742206181677387	0.729570925142941	0.750958247715035	0.742707567978706	0.721155582477494	0.73573022998166	0.660431424114904	0.736177767619426	0.743231999153605	0.737141581518487	0.702846337904483	0.740806001125612
hsa5914	0.707778636509227	0.741795604693555	0.736497216214373	0.691912100276276	0.750989251795797	0.735426631637929	0.762612932949554	0.731336289483245	0.726705692932646	0.74885973602134	0.740082444219957	0.732245174615073	0.718728679469896	1	0.794352532451446	0.798632959665201	0.73186598626901	0.711603001052028	0.734493173745938	0.754547536881999	0.741913695058806	0.720972549677973	0.737310885301219	0.719794725135485	0.704451051345841	0.724990151395555
hsa5915	0.68913888119962	0.732860148952161	0.738213204591571	0.67290037965381	0.745079355891524	0.738764325815222	0.763069925539321	0.736471491942033	0.693796907813213	0.73417603393674	0.706391817322075	0.748673380281001	0.742206181677387	0.794352532451446	1	0.787005348755036	0.748317919303728	0.728663794795605	0.731453697730479	0.746901630547484	0.689869490746254	0.739289643362334	0.74540456964021	0.733153516179301	0.703210230424657	0.746500817151784
hsa5916	0.708454981058103	0.752769449453149	0.734249101840527	0.718798707679042	0.756538167185794	0.736235275892031	0.753129814232281	0.725654414947817	0.730230492397894	0.724031110601207	0.740198617915154	0.739844051249744	0.729570925142941	0.798632959665201	0.787005348755036	1	0.736012503732988	0.710711373861348	0.741498831373814	0.758325671824036	0.745580366870991	0.735080474027284	0.73486218179069	0.740732641396229	0.718658123346466	0.735271173386897
hsa6095	0.703242216243511	0.738084415740238	0.735207147267191	0.685750366941103	0.741309652565116	0.740262775197147	0.750750623661763	0.751422041475928	0.720672430834361	0.72621926563154	0.711024549273989	0.751379565152963	0.750958247715035	0.73186598626901	0.748317919303728	0.736012503732988	1	0.782016173231862	0.77020778739373	0.735939776238908	0.681272111524566	0.740410811927004	0.744315767219505	0.746277931491344	0.728185208549882	0.750626284514513
hsa6096	0.689615196003631	0.728087103845698	0.716936217896552	0.666945341628897	0.725111751679851	0.730644299322582	0.743745438445348	0.742070051741994	0.702317250105798	0.706946768110014	0.686174052093619	0.740389830745366	0.742707567978706	0.711603001052028	0.728663794795605	0.710711373861348	0.782016173231862	1	0.759334382094624	0.719593210062522	0.652747386373367	0.721396702997717	0.721179472511638	0.727159351012934	0.715744721563861	0.740576646509714
